marketing_id,campaign_group_id,product_id,product_segment,promotion_type,discount_value,target_customer_type,promotion_date,duration_days,channel,budget,actual_cost
MKT_e600b886,CAMP_e7b94ff2,PROD_d87dcae0,Produits grand public,remboursement_immediat,24.79,bronze,2017-03-13,8.0,email,7511.0,9171.59
MKT_0326daff,CAMP_e7b94ff2,PROD_ca01b616,Produits grand public,remboursement_immediat,13.32,argent,2015-02-15,23.0,email,10814.0,11785.76
MKT_f88b8271,CAMP_e7b94ff2,PROD_d69f6288,Produits grand public,produit_gratuit,26.49,bronze,2023-02-17,15.0,TV,5519.0,5915.96
MKT_d06024e4,CAMP_e7b94ff2,PROD_UNKNOWN,Produits grand public,pourcentage_remise,12.03,,2024-01-26,21.0,SMS,6905.0,5552.59
MKT_142003c5,CAMP_e7b94ff2,PROD_4b9367a4,Produits grand public,,,argent,2019-01-09,6.0,email,13266.0,11070.8
MKT_3cb0d194,CAMP_e7b94ff2,PROD_UNKNOWN,Produits de niche,pourcentage_remise,5.28,or,2015-10-26,,,500.0,490.6
MKT_5a0a46f2,CAMP_85be20d8,BADID,Produits grand public,remboursement_immediat,23.55,platine,2019-10-14,13.0,email,,
MKT_4e69e86a,CAMP_85be20d8,PROD_dcea998f,Produits grand public,pourcentage_remise,13.83,bronze,2020-05-31,9.0,SMS,28817.0,23223.09
MKT_f40fd67b,CAMP_85be20d8,PROD_66d3c289,Produits de niche,produit_gratuit,10.64,bronze,2020-08-05,22.0,email,26114.0,22390.77
MKT_70ff51c0,CAMP_85be20d8,PROD_de377a76,Produits grand public,pourcentage_remise,24.28,platine,2024-07-06,,email,12358.0,13909.88
MKT_32d22a66,CAMP_85be20d8,PROD_d163dcc5,Produits grand public,,,argent,2023-08-27,28.0,email,500.0,411.22
BADID,CAMP_85be20d8,PROD_8dd55d94,Produits de niche,N/A,-2.92,bronze,2020-01-21,10.0,TV,21065.0,22741.93
MKT_4340bcf9,CAMP_85be20d8,PROD_f756d309,Produits grand public,remboursement_immediat,27.8,platine,2020-10-18,27.0,email,8477.0,10746.48
MKT_99d61e8e,CAMP_84c90af4,PROD_feec0f74,Produits grand public,pourcentage_remise,10.02,platine,2017-01-03,8.0,SMS,21382.0,17785.78
MKT_b00bbd77,CAMP_84c90af4,PROD_ac69c99f,,remboursement_immediat,-260.27,or,2018-12-13,25.0,TV,3891.0,3710.14
BADID,CAMP_84c90af4,PROD_570de586,Produits grand public,,-47.63,argent,2021-04-23,18.0,TV,5300.0,4063.54
MKT_f67bd57a,CAMP_84c90af4,PROD_3b8e6ceb,Produits grand public,remboursement_immediat,21.45,or,2015-10-12,13.0,TV,13851.0,12656.17
MKT_ddf057f4,CAMP_84c90af4,PROD_f189b945,Produits grand public,pourcentage_remise,25.53,bronze,2023-02-21,,TV,4506.0,4325.11
MKT_87756075,CAMP_90deadf4,PROD_efaae5cf,Produits grand public,pourcentage_remise,9.16,or,2023-02-14,24.0,SMS,25017.0,30420.47
MKT_f96e2b45,CAMP_90deadf4,PROD_a88f3620,Produits grand public,pourcentage_remise,18.11,argent,2024-04-07,28.0,email,14509.0,18571.44
MKT_577d5e5b,CAMP_90deadf4,PROD_0b2c2374,Produits grand public,produit_gratuit,17.11,or,2018-01-03,26.0,,24186.0,22267.19
MKT_8f46ce10,CAMP_1069a528,PROD_3322afd7,Produits de niche,produit_gratuit,54.47,argent,2018-10-22,7.0,email,914.0,742.93
MKT_c4e0dfac,CAMP_1069a528,PROD_16c6ab81,Produits grand public,pourcentage_remise,18.98,or,2018-07-23,22.0,email,3017.0,3520.02
MKT_c2274f76,CAMP_775c5e56,PROD_81c9ce00,Produits de niche,pourcentage_remise,24.84,or,2017-01-11,20.0,email,31793.0,32761.81
MKT_f5150761,CAMP_a9176a6b,PROD_bcf99e89,Produits grand public,pourcentage_remise,17.4,platine,2025-04-27,19.0,SMS,500.0,629.4
MKT_711ab354,CAMP_a9176a6b,PROD_e5a44fe0,Produits grand public,pourcentage_remise,11.42,bronze,2024-08-27,30.0,SMS,20874.0,20628.8
MKT_21f5b859,CAMP_a9176a6b,PROD_74954930,Produits grand public,pourcentage_remise,26.62,or,2021-03-28,9.0,SMS,11602.0,9259.53
MKT_01d4df5a,CAMP_a9176a6b,PROD_64ffaafb,Produits de niche,pourcentage_remise,18.86,argent,2016-06-29,17.0,SMS,6603.0,5584.1
MKT_cdac28f6,CAMP_a9176a6b,PROD_3a018a4d,Produits de niche,pourcentage_remise,29.74,bronze,2025-02-23,11.0,TV,17966.0,21043.85
MKT_a5016424,CAMP_ba1f8f47,PROD_8f0df4a1,Produits grand public,remboursement_immediat,14.2,bronze,2019-09-17,6.0,email,23016.0,21978.59
MKT_06efc3fd,CAMP_ba1f8f47,PROD_16002fe3,,pourcentage_remise,5.2,argent,2019-10-29,30.0,SMS,10575.0,12148.63
MKT_41283084,CAMP_ba1f8f47,PROD_UNKNOWN,Produits grand public,remboursement_immediat,21.17,bronze,2021-06-08,15.0,email,12271.0,10719.75
MKT_a3e10b86,CAMP_ba1f8f47,PROD_3ae36b2d,Produits grand public,remboursement_immediat,12.23,bronze,2022-10-07,3.0,email,11338.0,7996.83
MKT_517f771c,CAMP_ba1f8f47,PROD_b7400fa0,Produits de niche,produit_gratuit,-477.58,argent,2018-02-14,26.0,SMS,-82.33,10826.34
MKT_ef500f1b,CAMP_e7b94ff2,PROD_7d9855a0,Produits de niche,produit_gratuit,43.62,or,2020-01-19,7.0,email,500.0,613.9
MKT_8ad6379a,CAMP_e7b94ff2,PROD_16d7b24f,Produits grand public,pourcentage_remise,13.78,argent,2024-01-29,14.0,email,3038.0,3918.3
MKT_8937da7a,CAMP_e7b94ff2,PROD_72590de6,Produits de niche,produit_gratuit,6.67,bronze,2016-02-27,20.0,SMS,19953.0,20657.54
MKT_8c8dc8bf,CAMP_3cbea4c0,PROD_UNKNOWN,Produits de niche,remboursement_immediat,-254.13,platine,2020-09-25,10.0,TV,5813.0,6570.06
MKT_ac8cd6f2,CAMP_3cbea4c0,PROD_b7d91c4c,Produits grand public,remboursement_immediat,18.42,platine,2025-04-22,30.0,SMS,1749.0,2210.89
MKT_6c67cbc7,CAMP_3cbea4c0,PROD_286c5081,,pourcentage_remise,20.41,or,2015-01-24,27.0,SMS,7159.0,8200.69
MKT_268117df,CAMP_3cbea4c0,PROD_1f10a2b0,,remboursement_immediat,27.41,argent,2020-05-17,11.0,TV,8024.0,5734.01
MKT_2a1e2e89,CAMP_3cbea4c0,PROD_7bfaec97,Produits grand public,pourcentage_remise,8.36,argent,2017-07-17,26.0,,500.0,620.5
MKT_9795df12,CAMP_3cbea4c0,PROD_7bfaec97,Produits grand public,remboursement_immediat,24.14,platine,2016-09-16,22.0,email,8684.0,11165.28
MKT_d342b2fc,CAMP_3cbea4c0,PROD_2a2632e6,Produits grand public,pourcentage_remise,17.31,,2023-04-26,21.0,TV,10742.0,8752.85
MKT_5352cc10,CAMP_ab561280,PROD_6a423d4d,Produits de niche,pourcentage_remise,19.9,platine,2025-06-27,30.0,email,4252.0,5365.23
MKT_36ca453e,CAMP_ab561280,PROD_1cda7f23,,pourcentage_remise,29.01,bronze,2015-09-16,29.0,email,12559.0,13970.98
MKT_c5b1b246,CAMP_ab561280,PROD_09a63aeb,Produits de niche,pourcentage_remise,16.59,platine,2025-01-27,21.0,email,32300.0,23255.09
MKT_2d74456d,CAMP_ab561280,PROD_dab2a95b,Produits grand public,pourcentage_remise,25.3,argent,2022-04-14,29.0,TV,7513.0,7661.73
MKT_7f3b78a3,CAMP_ab561280,PROD_1d1ed819,Produits grand public,remboursement_immediat,10.96,or,2024-10-09,18.0,SMS,500.0,360.76
MKT_88a942b7,CAMP_ef6835ea,PROD_0b2c2374,Produits grand public,produit_gratuit,17.11,,2020-10-11,22.0,TV,18425.0,13591.05
MKT_7ef8bfb2,CAMP_ef6835ea,PROD_236e1217,Produits de niche,produit_gratuit,20.82,or,2025-12-05,4.0,SMS,17761.0,13511.66
MKT_d0f9bb5b,CAMP_ef6835ea,PROD_7434a9f1,Produits de niche,pourcentage_remise,23.47,or,2023-08-26,4.0,,19213.0,19048.33
MKT_e87296d1,CAMP_ef6835ea,PROD_1f885ef3,Produits grand public,pourcentage_remise,20.94,platine,2021-04-30,22.0,email,12804.0,10963.72
MKT_ebcb912d,CAMP_ef6835ea,PROD_d7293f6d,Produits de niche,extra,-197.43,argent,2019-03-11,23.0,email,-13.15,6171.09
MKT_2b20fc71,CAMP_ef6835ea,PROD_e5a44fe0,Produits grand public,pourcentage_remise,25.02,bronze,2021-11-20,15.0,TV,11245.0,9514.6
MKT_5a2e2ace,CAMP_ef6835ea,PROD_3109e4df,Produits grand public,pourcentage_remise,28.87,or,2016-08-02,25.0,email,5432.0,5569.06
MKT_e522095b,CAMP_1069a528,PROD_94fbb7c4,Produits grand public,pourcentage_remise,11.34,argent,2025-08-31,24.0,SMS,20758.0,16590.49
MKT_8654a7a2,CAMP_1069a528,PROD_2e7ff4b0,Produits de niche,pourcentage_remise,29.12,platine,2023-08-14,21.0,TV,18006.0,14788.25
MKT_3f72d0ec,CAMP_1069a528,PROD_0dd0647d,,pourcentage_remise,24.49,bronze,2015-03-28,29.0,TV,500.0,481.53
MKT_64178b26,CAMP_1069a528,PROD_5974bb56,Produits grand public,remboursement_immediat,22.75,or,2024-07-02,25.0,SMS,6452.0,6188.54
MKT_78a50abc,CAMP_1069a528,PROD_c10bd76a,,remboursement_immediat,7.53,platine,2023-09-23,18.0,email,,
MKT_acf7caf8,CAMP_1069a528,PROD_694664d9,Produits grand public,pourcentage_remise,17.39,argent,2025-01-28,30.0,SMS,500.0,545.56
MKT_061bc9ab,CAMP_1069a528,PROD_38309b74,Produits de niche,remboursement_immediat,8.64,platine,2017-07-14,25.0,email,10214.0,9318.86
MKT_d96551ad,CAMP_e7b94ff2,PROD_3daf4b0a,Produits de niche,produit_gratuit,175.71,argent,2022-08-13,24.0,,500.0,588.78
MKT_c310157c,CAMP_e7b94ff2,PROD_642e270d,Produits grand public,remboursement_immediat,3.35,argent,2018-12-09,,email,6784.0,7059.69
BADID,CAMP_e7b94ff2,PROD_UNKNOWN,,pourcentage_remise,-33.17,platine,2018-08-11,13.0,TV,9739.0,8412.83
MKT_9551e644,CAMP_e7b94ff2,PROD_UNKNOWN,Produits grand public,remboursement_immediat,49.83,bronze,2020-01-09,25.0,TV,610.0,536.06
MKT_f7c55d79,CAMP_e7b94ff2,PROD_b301f04f,Produits grand public,pourcentage_remise,15.98,bronze,2022-01-09,5.0,email,11033.0,10474.76
MKT_4c29009a,CAMP_e7b94ff2,PROD_UNKNOWN,,produit_gratuit,28.43,platine,2022-09-07,23.0,SMS,14203.0,16922.78
MKT_6ea01548,CAMP_07f3c139,PROD_a300b224,Produits grand public,produit_gratuit,9.68,,2025-03-29,6.0,email,2595.0,3079.23
MKT_ff974da4,CAMP_07f3c139,PROD_96afc512,Produits de niche,pourcentage_remise,12.77,argent,2019-11-14,,email,15777.0,16807.59
MKT_277c63e8,CAMP_07f3c139,PROD_45b0e07f,Produits grand public,,,or,2020-09-25,10.0,TV,18220.0,15867.74
BADID,CAMP_0863c91c,PROD_0984fc7c,Produits grand public,remboursement_immediat,9.84,bronze,2017-06-21,29.0,email,,
MKT_e468aec4,CAMP_0863c91c,PROD_63bbf3c6,Produits grand public,pourcentage_remise,15.64,bronze,2023-08-31,23.0,TV,500.0,469.42
BADID,CAMP_0863c91c,PROD_10d30839,Produits grand public,extra,-338.71,platine,2021-04-17,22.0,TV,,
MKT_0adaa573,CAMP_0863c91c,PROD_1734cf6c,Produits grand public,produit_gratuit,61.7,argent,2016-12-06,18.0,email,12214.0,13004.62
MKT_1dc4edc3,CAMP_41703ab1,PROD_6c8267aa,Produits de niche,pourcentage_remise,5.23,,2018-05-21,,email,761.0,724.42
MKT_f7454c91,CAMP_41703ab1,PROD_c573dfaa,Produits grand public,produit_gratuit,-79.87,,2016-06-01,10.0,,8715.0,10042.98
MKT_c8fe75d6,CAMP_41703ab1,PROD_b5819181,Produits grand public,remboursement_immediat,15.76,bronze,2016-04-18,10.0,SMS,3141.0,3572.24
MKT_e2c9147a,CAMP_41703ab1,PROD_543941e7,Produits de niche,pourcentage_remise,24.0,bronze,2016-05-18,4.0,SMS,,
MKT_916cbeec,CAMP_ba1f8f47,PROD_6f435020,Produits grand public,pourcentage_remise,12.88,or,2020-12-11,7.0,email,8207.0,10473.2
MKT_fc848d49,CAMP_ba1f8f47,PROD_6a4fe51b,Produits grand public,pourcentage_remise,5.97,platine,2024-09-24,22.0,SMS,9630.0,11452.52
MKT_37055db9,CAMP_ba1f8f47,PROD_902bd408,Produits grand public,produit_gratuit,3.02,,2018-06-09,22.0,SMS,13876.0,17464.61
BADID,CAMP_ba1f8f47,PROD_UNKNOWN,Produits grand public,,,N/A,2015-03-13,20.0,email,7797.0,7289.51
MKT_7b96cd8d,CAMP_ba1f8f47,PROD_6c9c1dfc,Produits de niche,pourcentage_remise,5.17,bronze,2020-04-22,8.0,TV,23268.0,25551.62
MKT_abf7bb11,CAMP_ba1f8f47,PROD_0c7d3706,Produits de niche,pourcentage_remise,10.3,or,2019-02-27,27.0,email,21268.0,24993.4
MKT_26b8cd40,CAMP_ab880a57,PROD_UNKNOWN,Produits grand public,,-159.14,bronze,2019-03-23,19.0,SMS,-108.74,14127.7
MKT_a0ccdd5d,CAMP_ab880a57,PROD_4629d4bc,Produits grand public,remboursement_immediat,3.6,or,2025-01-29,27.0,email,13845.0,14228.58
MKT_e3ebb9ad,CAMP_ab880a57,PROD_4b57bc61,Produits grand public,,,or,2020-06-05,17.0,SMS,5574.0,6586.12
MKT_8d9c902f,CAMP_ab880a57,PROD_f17cb82d,Produits de niche,pourcentage_remise,27.38,bronze,2016-09-06,5.0,TV,12967.0,11109.8
MKT_ecf1346b,CAMP_ab880a57,PROD_bcd28638,Produits grand public,pourcentage_remise,26.67,or,2015-10-16,4.0,SMS,14320.0,10382.94
MKT_94871e5b,CAMP_ab880a57,PROD_aab8500d,Produits de niche,pourcentage_remise,15.67,or,2017-10-17,5.0,email,14471.0,18382.19
MKT_d5e913ce,CAMP_704dd874,PROD_065273d0,Produits de niche,pourcentage_remise,9.91,or,2017-11-13,21.0,email,18377.0,18114.06
MKT_929b9088,CAMP_704dd874,PROD_ef645b66,Produits grand public,pourcentage_remise,9.83,bronze,2025-04-11,18.0,email,13230.0,16822.58
MKT_21a5e8cd,CAMP_704dd874,PROD_61255443,Produits grand public,pourcentage_remise,13.92,platine,2021-01-22,10.0,email,12557.0,10318.32
MKT_27a3d0db,CAMP_704dd874,PROD_8011daf4,Produits de niche,produit_gratuit,10.9,platine,2025-12-29,16.0,TV,20181.0,17120.49
MKT_769f83e4,CAMP_704dd874,PROD_b2540c40,Produits grand public,pourcentage_remise,10.72,platine,2022-09-22,29.0,SMS,10797.0,7732.6
MKT_4ad9b337,CAMP_07f3c139,PROD_39002d3b,Produits de niche,produit_gratuit,30.47,or,2015-06-28,,email,,
MKT_17991a6d,CAMP_90deadf4,PROD_969a99b5,,produit_gratuit,46.78,platine,2025-11-06,,email,14566.0,14944.04
MKT_4dab825b,CAMP_90deadf4,PROD_1177af14,Produits grand public,,,argent,2024-07-05,26.0,email,15281.0,15474.17
MKT_ba04b2de,CAMP_90deadf4,PROD_8c0c970c,Produits grand public,pourcentage_remise,10.17,bronze,2017-01-20,3.0,TV,7022.0,8294.11
MKT_4829a624,CAMP_90deadf4,PROD_10d30839,,pourcentage_remise,7.68,argent,2019-04-06,13.0,SMS,,
MKT_67dd29ac,CAMP_c3d5984e,PROD_UNKNOWN,Produits grand public,inconnu,-68.48,or,2017-12-21,17.0,TV,11052.0,12128.34
MKT_8bd63e74,CAMP_c3d5984e,PROD_b13cf763,Produits de niche,pourcentage_remise,29.19,or,2016-10-28,23.0,email,20210.0,24870.31
MKT_01c3fe98,CAMP_ef6835ea,PROD_d6697da1,Produits grand public,pourcentage_remise,25.83,argent,2016-09-11,23.0,SMS,6035.0,7760.47
MKT_c15e3ec9,CAMP_ef6835ea,PROD_63d921bb,Produits de niche,,,argent,2015-10-09,15.0,email,500.0,372.8
MKT_68383d80,CAMP_3428bd0e,PROD_7e282561,Produits grand public,,,or,2018-02-23,28.0,email,500.0,578.86
MKT_47cbd29c,CAMP_3428bd0e,PROD_4c4ce3c3,Produits de niche,pourcentage_remise,11.47,argent,2018-03-28,9.0,TV,500.0,585.14
MKT_b826574c,CAMP_3428bd0e,PROD_855f9a05,Produits grand public,remboursement_immediat,33.51,bronze,2024-11-17,7.0,,522.0,674.23
BADID,CAMP_3428bd0e,PROD_2336a253,Produits de niche,produit_gratuit,30.08,platine,2015-05-24,30.0,TV,-13.1,4380.34
MKT_2f5a474f,CAMP_3428bd0e,PROD_a7bb2a7e,Produits de niche,pourcentage_remise,24.24,platine,2020-07-06,11.0,TV,5843.0,6902.78
MKT_c65fe6f6,CAMP_3428bd0e,PROD_6dc12e6d,Produits grand public,remboursement_immediat,5.4,platine,2020-05-23,12.0,email,13964.0,11529.14
MKT_4a5c1d56,CAMP_3428bd0e,PROD_0a288ca2,Produits grand public,pourcentage_remise,18.99,platine,2019-06-28,8.0,SMS,20089.0,17196.58
MKT_4ecf52b5,CAMP_e7b94ff2,PROD_d6697da1,,pourcentage_remise,6.64,,2019-04-11,28.0,email,17083.0,18778.77
MKT_82aa5343,CAMP_e7b94ff2,PROD_0655782a,Produits grand public,produit_gratuit,103.0,bronze,2024-09-23,,TV,4320.0,4259.92
MKT_59a92d99,CAMP_e7b94ff2,PROD_3347d0c5,Produits grand public,,,bronze,2016-05-15,12.0,SMS,5226.0,3965.53
MKT_191b070d,CAMP_e7b94ff2,PROD_UNKNOWN,Produits grand public,pourcentage_remise,18.67,Narnia,2018-06-10,3.0,email,-368.35,32259.42
MKT_1d391fb7,CAMP_e7b94ff2,PROD_3061da9c,Produits grand public,produit_gratuit,5.34,argent,2019-12-23,26.0,email,,
MKT_7c677b64,CAMP_e7b94ff2,PROD_b7d97d8f,Produits de niche,pourcentage_remise,11.22,or,2025-07-20,19.0,SMS,17315.0,12580.85
MKT_a45c0e37,CAMP_e7b94ff2,PROD_UNKNOWN,Produits grand public,pourcentage_remise,12.37,bronze,2018-03-29,7.0,email,3158.0,3797.0
MKT_9eac5413,CAMP_e7b94ff2,PROD_54459c7d,Produits de niche,,,or,2019-10-08,7.0,SMS,16255.0,18139.07
BADID,CAMP_cacd42f2,PROD_47662ee5,Produits grand public,Narnia,,bronze,2023-08-08,21.0,TV,19475.0,24887.85
MKT_cc8e635f,CAMP_cacd42f2,PROD_63d921bb,Produits grand public,remboursement_immediat,28.91,bronze,2019-09-08,12.0,SMS,11562.0,8558.35
BADID,CAMP_cacd42f2,PROD_7b9e6b1e,Produits de niche,extra,37.8,N/A,2020-11-30,11.0,email,18606.0,21095.65
MKT_0a69e270,CAMP_404e2990,PROD_69b16fac,,pourcentage_remise,16.73,argent,2021-01-15,11.0,email,,
MKT_524bbd53,CAMP_404e2990,PROD_54459c7d,Produits grand public,remboursement_immediat,27.39,bronze,2020-12-18,24.0,email,,
MKT_fde2c855,CAMP_404e2990,PROD_UNKNOWN,Produits grand public,pourcentage_remise,18.19,argent,2020-05-07,3.0,email,18585.0,13066.13
MKT_87d5c9ba,CAMP_404e2990,PROD_63bbf3c6,Produits grand public,remboursement_immediat,22.82,,2015-01-11,21.0,email,19384.0,15427.92
MKT_afca5e83,CAMP_404e2990,PROD_585fa6f0,Produits de niche,pourcentage_remise,11.7,or,2018-04-08,30.0,email,500.0,369.46
MKT_4e43ab1b,CAMP_21637d40,BADID,Produits grand public,pourcentage_remise,20.58,or,2016-03-03,14.0,SMS,12950.0,12323.25
