marketing_id,campaign_group_id,product_id,product_segment,promotion_type,discount_value,target_customer_type,promotion_date,duration_days,channel,budget,actual_cost,campaign_start_date,campaign_end_date,campaign_duration_weeks,discount_bucket,budget_variance,budget_variance_pct,over_budget_flag
MKT_ef234f1b,CAMP_d0741328,BADID,Produits grand public,pourcentage_remise,24.13,argent,2024-01-28,27.0,email,25327.0,26041.73,2024-01-28,2024-02-24,3.857142857142857,21-40,714.7299999999996,0.028220081336123488,1
MKT_4dac25f5,CAMP_d0741328,PROD_c520b909,Produits grand public,remboursement_immediat,19.96,platine,2022-05-22,9.0,email,10260.0,10412.57,2022-05-22,2022-05-31,1.2857142857142858,11-20,152.5699999999997,0.014870370370370343,1
MKT_f76a5e0d,CAMP_d0741328,PROD_0916a381,Produits grand public,unknown,17.775,argent,2022-01-27,15.0,email,11579.0,10464.25,2022-01-27,2022-02-11,2.142857142857143,11-20,-1114.75,-0.09627342602988168,0
MKT_1fd1f71d,CAMP_d0741328,PROD_469654f9,Produits de niche,remboursement_immediat,17.19,argent,2021-07-15,10.0,email,10742.0,10190.474999999999,2021-07-15,2021-07-25,1.4285714285714286,11-20,-551.5250000000015,-0.05134285980264396,0
MKT_647ce14e,CAMP_d0741328,PROD_971d3eb0,Produits grand public,produit_gratuit,80.31,or,2025-08-02,16.0,unknown,3949.0,3540.08,2025-08-02,2025-08-18,2.2857142857142856,40+,-408.9200000000001,-0.10355026589009877,0
MKT_279468b8,CAMP_d0741328,PROD_065273d0,Produits grand public,pourcentage_remise,22.16,bronze,2023-02-15,15.0,email,9898.0,11621.3,2023-02-15,2023-03-02,2.142857142857143,21-40,1723.2999999999993,0.1741058799757526,1
MKT_18bd0efe,CAMP_c5193667,PROD_543941e7,Produits grand public,remboursement_immediat,39.18,unknown,2025-03-14,19.0,email,4520.0,4736.78,2025-03-14,2025-04-02,2.7142857142857144,21-40,216.77999999999975,0.047960176991150384,1
MKT_01545bf5,CAMP_c5193667,PROD_efaae5cf,unknown,remboursement_immediat,3.06,or,2021-02-03,29.0,SMS,500.0,396.73,2021-02-03,2021-03-04,4.142857142857143,1-10,-103.26999999999998,-0.20653999999999997,0
MKT_9f0f8e17,CAMP_c5193667,PROD_aaefb28d,Produits de niche,remboursement_immediat,32.02,argent,2022-12-29,29.0,email,14314.0,16612.32,2022-12-29,2023-01-27,4.142857142857143,21-40,2298.3199999999997,0.16056448232499648,1
MKT_c8cc27a1,CAMP_c5193667,PROD_UNKNOWN,Produits grand public,pourcentage_remise,12.32,platine,2016-03-10,13.0,SMS,500.0,463.91,2016-03-10,2016-03-23,1.8571428571428572,11-20,-36.089999999999975,-0.07217999999999995,0
MKT_b4443ebd,CAMP_c5193667,PROD_8f0df4a1,unknown,produit_gratuit,9.51,bronze,2023-08-04,27.0,SMS,500.0,633.02,2023-08-04,2023-08-31,3.857142857142857,1-10,133.01999999999998,0.26603999999999994,1
MKT_1cb940fb,CAMP_c5193667,PROD_cda0843f,Produits grand public,Narnia,6.2,inconnu,2020-04-27,16.0,email,16012.0,19205.1,2020-04-27,2020-05-13,2.2857142857142856,1-10,3193.0999999999985,0.1994191856107918,1
BADID,CAMP_c5193667,PROD_05506e26,Produits de niche,extra,73.31,Narnia,2015-08-09,23.0,email,500.0,442.01,2015-08-09,2015-09-01,3.2857142857142856,40+,-57.99000000000001,-0.11598000000000001,0
MKT_c1b2d2c2,CAMP_c5193667,PROD_a88f3620,Produits grand public,produit_gratuit,6.76,or,2023-03-02,25.0,email,5167.0,6484.21,2023-03-02,2023-03-27,3.5714285714285716,1-10,1317.21,0.2549274240371589,1
MKT_150f5761,CAMP_0863c91c,PROD_69b16fac,Produits de niche,pourcentage_remise,11.25,unknown,2015-03-29,4.0,SMS,12074.0,9102.13,2015-03-29,2015-04-02,0.5714285714285714,11-20,-2971.870000000001,-0.24613798244161014,0
MKT_4313fea4,CAMP_0863c91c,PROD_5463c06a,unknown,pourcentage_remise,5.05,platine,2018-09-01,20.0,SMS,14039.0,12921.3,2018-09-01,2018-09-21,2.857142857142857,1-10,-1117.7000000000007,-0.07961393261628326,0
MKT_68c7149e,CAMP_0863c91c,PROD_2a08e6d4,Produits grand public,pourcentage_remise,12.83,argent,2020-09-24,27.0,email,14086.0,10000.81,2020-09-24,2020-10-21,3.857142857142857,11-20,-4085.1900000000005,-0.29001774811869946,0
MKT_c2eac913,CAMP_0863c91c,PROD_c6c871b9,unknown,pourcentage_remise,10.56,argent,2015-08-16,19.0,SMS,15414.0,11655.26,2015-08-16,2015-09-04,2.7142857142857144,11-20,-3758.74,-0.24385234202672892,0
MKT_579fce27,CAMP_0863c91c,PROD_fd077023,Produits grand public,unknown,17.775,or,2019-01-29,19.0,unknown,1496.0,1706.45,2019-01-29,2019-02-17,2.7142857142857144,11-20,210.45000000000005,0.1406751336898396,1
MKT_54c9884d,CAMP_0863c91c,PROD_UNKNOWN,Produits grand public,remboursement_immediat,12.66,argent,2021-06-11,25.0,email,14064.0,10170.98,2021-06-11,2021-07-06,3.5714285714285716,11-20,-3893.0200000000004,-0.27680745164960185,0
MKT_002bc958,CAMP_0863c91c,PROD_c2402c8c,Produits grand public,pourcentage_remise,21.74,bronze,2022-02-27,3.0,TV,6215.0,7664.4,2022-02-27,2022-03-02,0.42857142857142855,21-40,1449.3999999999996,0.23320997586484307,1
MKT_7396a43e,CAMP_0863c91c,PROD_7e1c5a57,Produits grand public,pourcentage_remise,7.7,platine,2016-06-04,20.0,email,500.0,579.16,2016-06-04,2016-06-24,2.857142857142857,1-10,79.15999999999997,0.15831999999999993,1
MKT_ff59372a,CAMP_ba1f8f47,PROD_33eac6db,unknown,unknown,17.775,argent,2020-12-18,22.0,SMS,23138.0,19726.64,2020-12-18,2021-01-09,3.142857142857143,11-20,-3411.3600000000006,-0.14743538767395628,0
MKT_9b511bf0,CAMP_ba1f8f47,PROD_UNKNOWN,Produits de niche,extra,5.56,bronze,2017-01-24,22.0,SMS,10742.0,10190.474999999999,2017-01-24,2017-02-15,3.142857142857143,1-10,-551.5250000000015,-0.05134285980264396,0
MKT_eb8ff626,CAMP_ba1f8f47,PROD_fa55ddd4,Produits de niche,produit_gratuit,61.93,unknown,2017-02-02,8.0,SMS,10006.0,8268.48,2017-02-02,2017-02-10,1.1428571428571428,40+,-1737.5200000000004,-0.1736478113132121,0
MKT_de7681e7,CAMP_ba1f8f47,PROD_UNKNOWN,Produits de niche,pourcentage_remise,27.37,argent,2016-04-11,28.0,email,3551.0,2883.23,2016-04-11,2016-05-09,4.0,21-40,-667.77,-0.18805125316812166,0
MKT_1e004164,CAMP_ba1f8f47,PROD_bcd28638,Produits grand public,pourcentage_remise,17.09,or,2018-12-23,28.0,email,14191.0,14570.36,2018-12-23,2019-01-20,4.0,11-20,379.3600000000006,0.026732436051018292,1
MKT_ee47a7d9,CAMP_ba1f8f47,PROD_UNKNOWN,Produits grand public,Narnia,17.775,platine,2015-06-15,10.0,email,6658.0,5699.61,2015-06-15,2015-06-25,1.4285714285714286,11-20,-958.3900000000003,-0.1439456293181136,0
MKT_b0515d8a,CAMP_3cbea4c0,PROD_27434432,Produits de niche,pourcentage_remise,7.16,or,2017-06-11,21.0,email,3902.0,4412.94,2017-06-11,2017-07-02,3.0,1-10,510.9399999999996,0.13094310609943607,1
MKT_042a0ce7,CAMP_3cbea4c0,PROD_50b599f1,Produits grand public,remboursement_immediat,24.55,argent,2019-04-21,28.0,SMS,30164.0,22220.5,2019-04-21,2019-05-19,4.0,21-40,-7943.5,-0.2633437209919109,0
MKT_df333585,CAMP_3cbea4c0,PROD_469654f9,Produits grand public,produit_gratuit,4.05,platine,2021-07-11,26.0,email,500.0,417.08,2021-07-11,2021-08-06,3.7142857142857144,1-10,-82.92000000000002,-0.16584000000000004,0
MKT_bcf73a1c,CAMP_3cbea4c0,PROD_0c7d3706,Produits grand public,remboursement_immediat,21.89,bronze,2024-08-07,20.0,email,5761.0,6932.43,2024-08-07,2024-08-27,2.857142857142857,21-40,1171.4300000000003,0.20333796215934738,1
MKT_887db2a6,CAMP_3cbea4c0,PROD_1f713cbf,Produits de niche,pourcentage_remise,7.15,unknown,2020-12-23,10.0,SMS,11533.0,9029.55,2020-12-23,2021-01-02,1.4285714285714286,1-10,-2503.4500000000007,-0.2170684123818608,0
MKT_f49fa645,CAMP_8ed1e15e,PROD_52c22b6a,Produits de niche,extra,17.775,inconnu,2024-07-12,26.0,email,500.0,604.78,2024-07-12,2024-08-07,3.7142857142857144,11-20,104.77999999999997,0.20955999999999994,1
MKT_c6e09cbe,CAMP_8ed1e15e,PROD_UNKNOWN,unknown,Narnia,15.31,or,2015-05-01,20.0,SMS,3934.0,3338.34,2015-05-01,2015-05-21,2.857142857142857,11-20,-595.6599999999999,-0.15141331977630906,0
MKT_64370d79,CAMP_8ed1e15e,PROD_f8d13d7c,Produits grand public,remboursement_immediat,44.06,platine,2019-07-04,15.0,SMS,11918.0,14014.43,2019-07-04,2019-07-19,2.142857142857143,40+,2096.4300000000003,0.17590451418023162,1
MKT_438a286f,CAMP_8ed1e15e,PROD_c56bc9df,Produits grand public,pourcentage_remise,23.01,bronze,2016-10-25,9.0,TV,500.0,626.91,2016-10-25,2016-11-03,1.2857142857142858,21-40,126.90999999999997,0.25381999999999993,1
BADID,CAMP_8ed1e15e,PROD_UNKNOWN,Produits grand public,pourcentage_remise,23.14,Narnia,2020-10-15,20.0,email,21794.0,22355.43,2020-10-15,2020-11-04,2.857142857142857,21-40,561.4300000000003,0.025760759842158407,1
MKT_02966591,CAMP_8ed1e15e,PROD_949b9899,Produits de niche,produit_gratuit,17.775,unknown,2021-03-16,27.0,SMS,11438.0,14395.33,2021-03-16,2021-04-12,3.857142857142857,11-20,2957.33,0.2585530687183074,1
MKT_79d9c3f9,CAMP_8ed1e15e,PROD_543941e7,Produits de niche,pourcentage_remise,23.3,bronze,2024-03-29,19.0,email,11146.0,8999.81,2024-03-29,2024-04-17,2.7142857142857144,21-40,-2146.1900000000005,-0.19255248519648308,0
MKT_22004cab,CAMP_e7b94ff2,PROD_2e4fc2b1,Produits grand public,pourcentage_remise,17.44,platine,2015-11-04,4.0,email,9774.0,11703.54,2015-11-04,2015-11-08,0.5714285714285714,11-20,1929.5400000000009,0.19741559238796816,1
MKT_80edcea5,CAMP_e7b94ff2,PROD_989751da,Produits de niche,pourcentage_remise,23.86,platine,2015-04-20,15.0,SMS,5234.0,4484.06,2015-04-20,2015-05-05,2.142857142857143,21-40,-749.9399999999996,-0.14328238440962926,0
MKT_e600b886,CAMP_e7b94ff2,PROD_d87dcae0,Produits grand public,remboursement_immediat,24.79,bronze,2017-03-13,8.0,email,7511.0,9171.59,2017-03-13,2017-03-21,1.1428571428571428,21-40,1660.5900000000001,0.22108773798428974,1
MKT_0326daff,CAMP_e7b94ff2,PROD_ca01b616,Produits grand public,remboursement_immediat,13.32,argent,2015-02-15,23.0,email,10814.0,11785.76,2015-02-15,2015-03-10,3.2857142857142856,11-20,971.7600000000002,0.08986129091917887,1
MKT_f88b8271,CAMP_e7b94ff2,PROD_d69f6288,Produits grand public,produit_gratuit,26.49,bronze,2023-02-17,15.0,TV,5519.0,5915.96,2023-02-17,2023-03-04,2.142857142857143,21-40,396.96000000000004,0.07192607356405147,1
MKT_d06024e4,CAMP_e7b94ff2,PROD_UNKNOWN,Produits grand public,pourcentage_remise,12.03,unknown,2024-01-26,21.0,SMS,6905.0,5552.59,2024-01-26,2024-02-16,3.0,11-20,-1352.4099999999999,-0.1958595220854453,0
MKT_142003c5,CAMP_e7b94ff2,PROD_4b9367a4,Produits grand public,unknown,17.775,argent,2019-01-09,6.0,email,13266.0,11070.8,2019-01-09,2019-01-15,0.8571428571428571,11-20,-2195.2000000000007,-0.16547565204281628,0
MKT_3cb0d194,CAMP_e7b94ff2,PROD_UNKNOWN,Produits de niche,pourcentage_remise,5.28,or,2015-10-26,19.0,unknown,500.0,490.6,2015-10-26,2015-11-14,2.7142857142857144,1-10,-9.399999999999977,-0.018799999999999956,0
MKT_5a0a46f2,CAMP_85be20d8,BADID,Produits grand public,remboursement_immediat,23.55,platine,2019-10-14,13.0,email,10742.0,10190.474999999999,2019-10-14,2019-10-27,1.8571428571428572,21-40,-551.5250000000015,-0.05134285980264396,0
MKT_4e69e86a,CAMP_85be20d8,PROD_dcea998f,Produits grand public,pourcentage_remise,13.83,bronze,2020-05-31,9.0,SMS,28817.0,23223.09,2020-05-31,2020-06-09,1.2857142857142858,11-20,-5593.91,-0.19411840233195682,0
MKT_f40fd67b,CAMP_85be20d8,PROD_66d3c289,Produits de niche,produit_gratuit,10.64,bronze,2020-08-05,22.0,email,26114.0,22390.77,2020-08-05,2020-08-27,3.142857142857143,11-20,-3723.2299999999996,-0.14257601286666155,0
MKT_70ff51c0,CAMP_85be20d8,PROD_de377a76,Produits grand public,pourcentage_remise,24.28,platine,2024-07-06,19.0,email,12358.0,13909.88,2024-07-06,2024-07-25,2.7142857142857144,21-40,1551.8799999999992,0.12557695419970863,1
MKT_32d22a66,CAMP_85be20d8,PROD_d163dcc5,Produits grand public,unknown,17.775,argent,2023-08-27,28.0,email,500.0,411.22,2023-08-27,2023-09-24,4.0,11-20,-88.77999999999997,-0.17755999999999994,0
BADID,CAMP_85be20d8,PROD_8dd55d94,Produits de niche,unknown,17.775,bronze,2020-01-21,10.0,TV,21065.0,22741.93,2020-01-21,2020-01-31,1.4285714285714286,11-20,1676.9300000000003,0.07960740564918112,1
MKT_4340bcf9,CAMP_85be20d8,PROD_f756d309,Produits grand public,remboursement_immediat,27.8,platine,2020-10-18,27.0,email,8477.0,10746.48,2020-10-18,2020-11-14,3.857142857142857,21-40,2269.4799999999996,0.2677220714875545,1
MKT_99d61e8e,CAMP_84c90af4,PROD_feec0f74,Produits grand public,pourcentage_remise,10.02,platine,2017-01-03,8.0,SMS,21382.0,17785.78,2017-01-03,2017-01-11,1.1428571428571428,11-20,-3596.220000000001,-0.1681891310448041,0
MKT_b00bbd77,CAMP_84c90af4,PROD_ac69c99f,unknown,remboursement_immediat,17.775,or,2018-12-13,25.0,TV,3891.0,3710.14,2018-12-13,2019-01-07,3.5714285714285716,11-20,-180.86000000000013,-0.04648162426111543,0
BADID,CAMP_84c90af4,PROD_570de586,Produits grand public,unknown,17.775,argent,2021-04-23,18.0,TV,5300.0,4063.54,2021-04-23,2021-05-11,2.5714285714285716,11-20,-1236.46,-0.2332943396226415,0
MKT_f67bd57a,CAMP_84c90af4,PROD_3b8e6ceb,Produits grand public,remboursement_immediat,21.45,or,2015-10-12,13.0,TV,13851.0,12656.17,2015-10-12,2015-10-25,1.8571428571428572,21-40,-1194.83,-0.08626308569778354,0
MKT_ddf057f4,CAMP_84c90af4,PROD_f189b945,Produits grand public,pourcentage_remise,25.53,bronze,2023-02-21,19.0,TV,4506.0,4325.11,2023-02-21,2023-03-12,2.7142857142857144,21-40,-180.89000000000033,-0.04014425210830012,0
MKT_87756075,CAMP_90deadf4,PROD_efaae5cf,Produits grand public,pourcentage_remise,9.16,or,2023-02-14,24.0,SMS,25017.0,30420.47,2023-02-14,2023-03-10,3.4285714285714284,1-10,5403.470000000001,0.2159919254906664,1
MKT_f96e2b45,CAMP_90deadf4,PROD_a88f3620,Produits grand public,pourcentage_remise,18.11,argent,2024-04-07,28.0,email,14509.0,18571.44,2024-04-07,2024-05-05,4.0,11-20,4062.4399999999987,0.27999448618099104,1
MKT_577d5e5b,CAMP_90deadf4,PROD_0b2c2374,Produits grand public,produit_gratuit,17.11,or,2018-01-03,26.0,unknown,24186.0,22267.19,2018-01-03,2018-01-29,3.7142857142857144,11-20,-1918.8100000000013,-0.07933556602993473,0
MKT_8f46ce10,CAMP_1069a528,PROD_3322afd7,Produits de niche,produit_gratuit,54.47,argent,2018-10-22,7.0,email,914.0,742.93,2018-10-22,2018-10-29,1.0,40+,-171.07000000000005,-0.18716630196936548,0
MKT_c4e0dfac,CAMP_1069a528,PROD_16c6ab81,Produits grand public,pourcentage_remise,18.98,or,2018-07-23,22.0,email,3017.0,3520.02,2018-07-23,2018-08-14,3.142857142857143,11-20,503.02,0.16672853828306264,1
MKT_c2274f76,CAMP_775c5e56,PROD_81c9ce00,Produits de niche,pourcentage_remise,24.84,or,2017-01-11,20.0,email,31793.0,32761.81,2017-01-11,2017-01-31,2.857142857142857,21-40,968.8100000000013,0.03047243103827891,1
MKT_f5150761,CAMP_a9176a6b,PROD_bcf99e89,Produits grand public,pourcentage_remise,17.4,platine,2025-04-27,19.0,SMS,500.0,629.4,2025-04-27,2025-05-16,2.7142857142857144,11-20,129.39999999999998,0.2588,1
MKT_711ab354,CAMP_a9176a6b,PROD_e5a44fe0,Produits grand public,pourcentage_remise,11.42,bronze,2024-08-27,30.0,SMS,20874.0,20628.8,2024-08-27,2024-09-26,4.285714285714286,11-20,-245.20000000000073,-0.011746670499185624,0
MKT_21f5b859,CAMP_a9176a6b,PROD_74954930,Produits grand public,pourcentage_remise,26.62,or,2021-03-28,9.0,SMS,11602.0,9259.53,2021-03-28,2021-04-06,1.2857142857142858,21-40,-2342.4699999999993,-0.20190225823133937,0
MKT_01d4df5a,CAMP_a9176a6b,PROD_64ffaafb,Produits de niche,pourcentage_remise,18.86,argent,2016-06-29,17.0,SMS,6603.0,5584.1,2016-06-29,2016-07-16,2.4285714285714284,11-20,-1018.8999999999996,-0.15430864758443127,0
MKT_cdac28f6,CAMP_a9176a6b,PROD_3a018a4d,Produits de niche,pourcentage_remise,29.74,bronze,2025-02-23,11.0,TV,17966.0,21043.85,2025-02-23,2025-03-06,1.5714285714285714,21-40,3077.8499999999985,0.17131526216186121,1
MKT_a5016424,CAMP_ba1f8f47,PROD_8f0df4a1,Produits grand public,remboursement_immediat,14.2,bronze,2019-09-17,6.0,email,23016.0,21978.59,2019-09-17,2019-09-23,0.8571428571428571,11-20,-1037.4099999999999,-0.045073427181091405,0
MKT_06efc3fd,CAMP_ba1f8f47,PROD_16002fe3,unknown,pourcentage_remise,5.2,argent,2019-10-29,30.0,SMS,10575.0,12148.63,2019-10-29,2019-11-28,4.285714285714286,1-10,1573.6299999999992,0.1488066193853427,1
MKT_41283084,CAMP_ba1f8f47,PROD_UNKNOWN,Produits grand public,remboursement_immediat,21.17,bronze,2021-06-08,15.0,email,12271.0,10719.75,2021-06-08,2021-06-23,2.142857142857143,21-40,-1551.25,-0.12641594002118817,0
MKT_a3e10b86,CAMP_ba1f8f47,PROD_3ae36b2d,Produits grand public,remboursement_immediat,12.23,bronze,2022-10-07,3.0,email,11338.0,7996.83,2022-10-07,2022-10-10,0.42857142857142855,11-20,-3341.17,-0.2946877756218028,0
MKT_517f771c,CAMP_ba1f8f47,PROD_b7400fa0,Produits de niche,produit_gratuit,17.775,argent,2018-02-14,26.0,SMS,10742.0,10826.34,2018-02-14,2018-03-12,3.7142857142857144,11-20,84.34000000000015,0.007851424315769889,1
MKT_ef500f1b,CAMP_e7b94ff2,PROD_7d9855a0,Produits de niche,produit_gratuit,43.62,or,2020-01-19,7.0,email,500.0,613.9,2020-01-19,2020-01-26,1.0,40+,113.89999999999998,0.22779999999999995,1
MKT_8ad6379a,CAMP_e7b94ff2,PROD_16d7b24f,Produits grand public,pourcentage_remise,13.78,argent,2024-01-29,14.0,email,3038.0,3918.3,2024-01-29,2024-02-12,2.0,11-20,880.3000000000002,0.2897630019749836,1
MKT_8937da7a,CAMP_e7b94ff2,PROD_72590de6,Produits de niche,produit_gratuit,6.67,bronze,2016-02-27,20.0,SMS,19953.0,20657.54,2016-02-27,2016-03-18,2.857142857142857,1-10,704.5400000000009,0.03530997844935603,1
MKT_8c8dc8bf,CAMP_3cbea4c0,PROD_UNKNOWN,Produits de niche,remboursement_immediat,17.775,platine,2020-09-25,10.0,TV,5813.0,6570.06,2020-09-25,2020-10-05,1.4285714285714286,11-20,757.0600000000004,0.13023567865129887,1
MKT_ac8cd6f2,CAMP_3cbea4c0,PROD_b7d91c4c,Produits grand public,remboursement_immediat,18.42,platine,2025-04-22,30.0,SMS,1749.0,2210.89,2025-04-22,2025-05-22,4.285714285714286,11-20,461.8899999999999,0.26408805031446536,1
MKT_6c67cbc7,CAMP_3cbea4c0,PROD_286c5081,unknown,pourcentage_remise,20.41,or,2015-01-24,27.0,SMS,7159.0,8200.69,2015-01-24,2015-02-20,3.857142857142857,21-40,1041.6900000000005,0.14550775247939662,1
MKT_268117df,CAMP_3cbea4c0,PROD_1f10a2b0,unknown,remboursement_immediat,27.41,argent,2020-05-17,11.0,TV,8024.0,5734.01,2020-05-17,2020-05-28,1.5714285714285714,21-40,-2289.99,-0.2853925722831505,0
MKT_2a1e2e89,CAMP_3cbea4c0,PROD_7bfaec97,Produits grand public,pourcentage_remise,8.36,argent,2017-07-17,26.0,unknown,500.0,620.5,2017-07-17,2017-08-12,3.7142857142857144,1-10,120.5,0.241,1
MKT_9795df12,CAMP_3cbea4c0,PROD_7bfaec97,Produits grand public,remboursement_immediat,24.14,platine,2016-09-16,22.0,email,8684.0,11165.28,2016-09-16,2016-10-08,3.142857142857143,21-40,2481.2800000000007,0.2857300783049287,1
MKT_d342b2fc,CAMP_3cbea4c0,PROD_2a2632e6,Produits grand public,pourcentage_remise,17.31,unknown,2023-04-26,21.0,TV,10742.0,8752.85,2023-04-26,2023-05-17,3.0,11-20,-1989.1499999999996,-0.18517501396388006,0
MKT_5352cc10,CAMP_ab561280,PROD_6a423d4d,Produits de niche,pourcentage_remise,19.9,platine,2025-06-27,30.0,email,4252.0,5365.23,2025-06-27,2025-07-27,4.285714285714286,11-20,1113.2299999999996,0.2618132643461899,1
MKT_36ca453e,CAMP_ab561280,PROD_1cda7f23,unknown,pourcentage_remise,29.01,bronze,2015-09-16,29.0,email,12559.0,13970.98,2015-09-16,2015-10-15,4.142857142857143,21-40,1411.9799999999996,0.11242774106218645,1
MKT_c5b1b246,CAMP_ab561280,PROD_09a63aeb,Produits de niche,pourcentage_remise,16.59,platine,2025-01-27,21.0,email,32300.0,23255.09,2025-01-27,2025-02-17,3.0,11-20,-9044.91,-0.280028173374613,0
MKT_2d74456d,CAMP_ab561280,PROD_dab2a95b,Produits grand public,pourcentage_remise,25.3,argent,2022-04-14,29.0,TV,7513.0,7661.73,2022-04-14,2022-05-13,4.142857142857143,21-40,148.72999999999956,0.01979635298815381,1
MKT_7f3b78a3,CAMP_ab561280,PROD_1d1ed819,Produits grand public,remboursement_immediat,10.96,or,2024-10-09,18.0,SMS,500.0,360.76,2024-10-09,2024-10-27,2.5714285714285716,11-20,-139.24,-0.27848,0
MKT_88a942b7,CAMP_ef6835ea,PROD_0b2c2374,Produits grand public,produit_gratuit,17.11,unknown,2020-10-11,22.0,TV,18425.0,13591.05,2020-10-11,2020-11-02,3.142857142857143,11-20,-4833.950000000001,-0.26235820895522394,0
MKT_7ef8bfb2,CAMP_ef6835ea,PROD_236e1217,Produits de niche,produit_gratuit,20.82,or,2025-12-05,4.0,SMS,17761.0,13511.66,2025-12-05,2025-12-09,0.5714285714285714,21-40,-4249.34,-0.23925116829007376,0
MKT_d0f9bb5b,CAMP_ef6835ea,PROD_7434a9f1,Produits de niche,pourcentage_remise,23.47,or,2023-08-26,4.0,unknown,19213.0,19048.33,2023-08-26,2023-08-30,0.5714285714285714,21-40,-164.66999999999825,-0.00857075938166857,0
MKT_e87296d1,CAMP_ef6835ea,PROD_1f885ef3,Produits grand public,pourcentage_remise,20.94,platine,2021-04-30,22.0,email,12804.0,10963.72,2021-04-30,2021-05-22,3.142857142857143,21-40,-1840.2800000000007,-0.1437269603248985,0
MKT_ebcb912d,CAMP_ef6835ea,PROD_d7293f6d,Produits de niche,extra,17.775,argent,2019-03-11,23.0,email,10742.0,6171.09,2019-03-11,2019-04-03,3.2857142857142856,11-20,-4570.91,-0.42551759448892196,0
MKT_2b20fc71,CAMP_ef6835ea,PROD_e5a44fe0,Produits grand public,pourcentage_remise,25.02,bronze,2021-11-20,15.0,TV,11245.0,9514.6,2021-11-20,2021-12-05,2.142857142857143,21-40,-1730.3999999999996,-0.15388172521120494,0
MKT_5a2e2ace,CAMP_ef6835ea,PROD_3109e4df,Produits grand public,pourcentage_remise,28.87,or,2016-08-02,25.0,email,5432.0,5569.06,2016-08-02,2016-08-27,3.5714285714285716,21-40,137.0600000000004,0.025231958762886673,1
MKT_e522095b,CAMP_1069a528,PROD_94fbb7c4,Produits grand public,pourcentage_remise,11.34,argent,2025-08-31,24.0,SMS,20758.0,16590.49,2025-08-31,2025-09-24,3.4285714285714284,11-20,-4167.509999999998,-0.20076645148858263,0
MKT_8654a7a2,CAMP_1069a528,PROD_2e7ff4b0,Produits de niche,pourcentage_remise,29.12,platine,2023-08-14,21.0,TV,18006.0,14788.25,2023-08-14,2023-09-04,3.0,21-40,-3217.75,-0.17870432078196158,0
MKT_3f72d0ec,CAMP_1069a528,PROD_0dd0647d,unknown,pourcentage_remise,24.49,bronze,2015-03-28,29.0,TV,500.0,481.53,2015-03-28,2015-04-26,4.142857142857143,21-40,-18.470000000000027,-0.036940000000000056,0
